Zip;City;latitude;longitude;Country
38190;laval en belledonne;45.236141471;5.981500895;France
38350;lavaldens;44.99232966;5.903427724;France
38710;lavars;44.853523739;5.679081443;France
38440;lieudieu;45.457629686;5.180288686;France
38220;livet et gavet;45.090589661;5.918919178;France
38470;malleval en vercors;45.153090398;5.444233945;France
38980;marnans;45.289776396;5.248628457;France
38620;massieu;45.437803836;5.598471205;France
38880;autrans meaudre en vercors;45.168409526;5.545129361;France
38710;mens;44.814765113;5.752275755;France
38240;meylan;45.21231425;5.784253117;France
38450;miribel lanchatre;44.973154608;5.610650803;France
38270;moissieu sur dolon;45.390889399;4.986399079;France
38970;monestier d ambel;44.768969192;5.924103517;France
38160;montagne;45.142178942;5.200128338;France
38620;montferrat;45.47543237;5.579540904;France
38122;montseveroux;45.429792073;4.974062622;France
38580;le moutaret;45.428984612;6.082532031;France
38360;noyarey;45.241585177;5.619221157;France
38460;optevoz;45.752763042;5.340221472;France
38114;oz;45.128275703;6.074574997;France
38460;panossas;45.676107473;5.193673794;France
38590;plan;45.316954425;5.392134327;France
38320;poisat;45.154233567;5.769575648;France
38530;pontcharra;45.419806496;6.020923525;France
38230;pont de cheruy;45.752484716;5.172675904;France
38800;le pont de claix;45.125918533;5.70176664;France
38680;pont en royans;45.060841908;5.346997911;France
38390;porcieu amblagnieu;45.837634377;5.392776946;France
38350;prunieres;44.898712973;5.756635011;France
38470;rovon;45.183974994;5.465217989;France
38370;st alban du rhone;45.418380586;4.754661233;France
38380;st christophe sur guiers;45.409543851;5.792568111;France
38690;st didier de bizonnes;45.461209538;5.344321363;France
38450;st georges de commiers;45.036013461;5.718490332;France
38790;st georges d esperanche;45.559653572;5.079661251;France
38650;st guillaume;44.945089399;5.591398812;France
38660;plateau des petites roches;45.334095931;5.88573184;France
38340;la sure en chartreuse;45.330408215;5.67386118;France
38680;st just de claix;45.077054304;5.279783936;France
38970;ste luce;44.850306222;5.90669544;France
38930;st martin de clelles;44.846943707;5.602248069;France
38410;st martin d uriage;45.153245379;5.856814888;France
38950;st martin le vinoux;45.219397076;5.715840359;France
38570;crets en belledonne;45.359641222;6.037689578;France
38380;st pierre de chartreuse;45.331438641;5.797869791;France
38160;st pierre de cherennes;45.121800163;5.386025114;France
38380;st pierre d entremont;45.385586665;5.851344334;France
38370;st prim;45.445439316;4.801209876;France
38160;st romans;45.105197719;5.318751687;France
38300;st savin;45.625499359;5.321489906;France
38710;chatel en trieves;44.828927672;5.82703429;France
38780;septeme;45.547778361;4.985295173;France
38510;sermerieu;45.666707876;5.409739459;France
38460;siccieu st julien et carisieu;45.730243783;5.314436511;France
38570;tencin;45.311243492;5.958918637;France
38460;trept;45.688920249;5.324633832;France
38210;tullins;45.293669117;5.490272318;France
38210;tullins;45.293669117;5.490272318;France
38740;valbonnais;44.898164868;5.9099974280000005;France
38730;valencogne;45.491415693;5.530966675;France
38350;la valette;44.944745741;5.853191674;France
38410;vaulnaveys le haut;45.115536408;5.840206113;France
38290;la verpilliere;45.637616667;5.148638426;France
38510;vezeronce curtin;45.65437325;5.470234851;France
38510;vezeronce curtin;45.65437325;5.470234851;France
38890;vignieu;45.631298273;5.421121282;France
38190;villard bonnot;45.245165408;5.889035601;France
38250;villard de lans;45.060117495;5.543923516;France
38114;villard reculas;45.09378295;6.036896899;France
38440;villeneuve de marc;45.462762898;5.115081469;France
38730;val de virieu;45.478210539;5.471937528;France
38210;vourey;45.316595946;5.522268386;France
38410;chamrousse;45.119426132;5.894449806;France
1590;chancia;46.345628606;5.641735736;France
42550;apinac;45.392236674;3.994151071;France
42130;arthun;45.76879931;4.038673958;France
42600;bard;45.59259355;3.998202233;France
42130;boen sur lignon;45.750952844;4.008451739;France
42460;boyer;46.097352349;4.214479646;France
42240;caloire;45.414488662;4.235465894;France
42130;cezay;45.802354154;3.964897527;France
42600;chalain le comtal;45.641111266;4.171740743;France
42410;la chapelle villars;45.478421875;4.715459813;France
42940;chatelneuf;45.638892654;3.979318564;France
42410;chavanay;45.419102162;4.728137881;France
42140;chazelles sur lyon;45.629042747;4.374038779;France
42600;ecotay l olme;45.587203581;4.045641272;France
42600;essertines en chatelneuf;45.618416468;3.999492551;France
42430;jure;45.891060602;3.894519409;France
42560;lavieu;45.540331109;4.042601287;France
42470;lay;45.968353564;4.240752388;France
42300;mably;46.092391201;4.063429006;France
42750;maizilly;46.176107994;4.243242481;France
42130;marcilly le chatel;45.688879968;4.028880458;France
42560;margerie chantagret;45.524626595;4.053116851;France
42840;montagny;46.032763738;4.22539819;France
42600;montbrison;45.600733641;4.072033152;France
42360;montchal;45.823813373;4.328037694;France
42600;mornand en forez;45.671801611;4.119516704;France
42590;neulise;45.900226166;4.168375301;France
42410;pavezin;45.465008537;4.660600336;France
42380;perigneux;45.44738725;4.14315814;France
42120;perreux;46.040293157;4.144536977;France
42720;pouilly sous charlieu;46.135018211;4.132318123;France
42600;pralong;45.660323645;4.019968002;France
42370;renaison;46.047618813;3.908846952;France
42150;la ricamarie;45.403775724;4.368677928;France
42153;riorges;46.043414056;4.03472594;France
42600;roche;45.616235528;3.921343263;France
42130;ste agathe la bouteresse;45.743834223;4.050626141;France
42370;st alban les eaux;46.006079321;3.931819237;France
42110;st barthelemy lestra;45.718336922;4.328035994;France
42400;st chamond;45.470082658;4.502048914;France
42800;ste croix en jarez;45.477305341;4.633926128;France
42000;st etienne;45.43022811;4.378746004;France
42100;st etienne;45.43022811;4.378746004;France
42110;ste foy st sulpice;45.776695709;4.109252549;France
42990;st georges en couzan;45.706844613;3.930290261;France
42370;st haon le chatel;46.065290481;3.916789144;France
42570;st heand;45.530907216;4.381356817;France
42380;st hilaire cusson la valmitte;45.368399466;4.059697773;France
42440;st jean la vetre;45.775065395;3.792031848;France
42155;st jean st maurice sur loire;45.957614223;3.985543843;France
42155;st jean st maurice sur loire;45.957614223;3.985543843;France
42990;st just en bas;45.730947291;3.880141552;France
42620;st martin d estreaux;46.209754285;3.817690007;France
42260;vezelin sur loire;45.888000091;4.053935271;France
42170;st just st rambert;45.490390017;4.250091355;France
42660;st regis du coin;45.2894045;4.455375917;France
42800;st romain en jarez;45.565258932;4.541610659;France
42640;st romain la motte;46.081888357;3.995735165;France
42610;st romain le puy;45.55671828;4.131450735;France
42220;thelis la combe;45.336125553;4.547805208;France
42580;la tour en jarez;45.488574987;4.398100475;France
42600;verrieres en forez;45.568277027;3.989269973;France
42300;villerest;45.997340531;4.027486709;France
42140;viricelles;45.654037268;4.381925968;France
42140;virigneux;45.68716094;4.346637642;France
43300;vissac auteyrac;45.113475055;3.654306372;France
43380;blassac;45.161505284;3.384774107;France
43500;boisset;45.317056802;3.981329041;France
43380;cerzat;45.158965332;3.471885327;France
43410;chambezon;45.381350766;3.239965317;France
43260;champclause;45.024711245;4.160698923;France
43430;champclause;45.024711245;4.160698923;France
43300;chanteuges;45.068477838;3.530703708;France
43120;la chapelle d aurec;45.330336526;4.205841533;France
43160;la chapelle geneste;45.353380244;3.6741806;France
43230;la chomette;45.227246293;3.466025518;France
43160;cistrieres;45.32968499;3.609156002;France
43170;cubelles;44.996949737;3.563890591;France
43300;desges;45.02227252;3.4421123810000003;France
43230;domeyrat;45.245638895;3.505269116;France
43170;esplantas vazeilles;44.901995132;3.560512559;France
43300;ferrussac;45.085521063;3.404954735;France
43230;frugieres le pin;45.27109329;3.498833938;France
43450;grenier montgon;45.286141156;3.209606254;France
43100;javaugues;45.291777822;3.49089765;France
43440;laval sur doulon;45.354623002;3.567227696;France
43100;lavaudieu;45.262541324;3.454414025;France
43300;mazeyrat d allier;45.128344522;3.528548215;France
43150;le monastier sur gazeille;44.934198595;4.007890149;France
43290;montregard;45.159818337;4.355380147;France
43150;moudeyres;44.948902182;4.103387814;France
43230;paulhaguet;45.218480504;3.514762096;France
43330;pont salomon;45.335389371;4.243357979;France
43300;prades;45.024347358;3.594301609;France
43150;presailles;44.890483131;4.044074272;France
43340;st christophe d allier;44.848660996;3.702177898;France
43370;st christophe sur dolaison;44.989698804;3.825696137;France
43380;st cirgues;45.13437094;3.388678568;France
43140;st didier en velay;45.309786605;4.285042796;France
42820;ambierle;46.106348726;3.891476492;France
43260;st etienne lardeyrol;45.085925819;4.006097108;France
42460;arcinges;46.13444647;4.287903294;France
43230;ste eugenie de villeneuve;45.141856043;3.630723211;France
42370;arcon;46.008489728;3.869485442;France
43360;st geron;45.33550957;3.294169471;France
42720;la benisson dieu;46.159318339;4.047656133;France
43260;st hostien;45.078009813;4.048968385;France
42460;le cergne;46.120751938;4.303747765;France
43380;st ilpize;45.199719257;3.406337674;France
42800;chagnon;45.533737867;4.554266999;France
43200;st jeures;45.10402727;4.211757196;France
42920;chalmazel jeansagniere;45.707410235;3.821486381;France
43300;st julien des chazes;45.048034196;3.575677847;France
42920;chalmazel jeansagniere;45.707410235;3.821486381;France
43200;st julien du pinet;45.146760672;4.047992821;France
42440;la chamba;45.755688112;3.761663947;France
43220;st julien molhesabate;45.190017602;4.437242732;France
42110;chambeon;45.697147226;4.173258551;France
43100;st just pres brioude;45.232352018;3.33122427;France
42600;champdieu;45.64157412;4.050585035;France
43230;ste marguerite;45.210089741;3.582327621;France
42380;la chapelle en lafaye;45.441580588;3.981040004;France
43500;st pal de chalencon;45.347750852;3.962637982;France
42140;chevrieres;45.590715006;4.408143265;France
43350;st paulien;45.134941096;3.820856152;France
42110;civens;45.767732126;4.233255391;France
43380;st privat du dragon;45.194513669;3.443161878;France
42120;le coteau;46.017427459;4.090924901;France
43800;st vincent;45.15230863;3.898426235;France
42111;la cote en couzan;45.770692165;3.829110731;France
43300;tailhac;45.050480003;3.457560298;France
42460;coutouvre;46.073400097;4.205876625;France
43210;valprivas;45.321688533;4.046695516;France
42800;dargoire;45.563087009;4.674832382;France
43320;vazeilles limandre;45.116784388;3.694103379;France
42130;debats riviere d orpra;45.757483572;3.941698893;France
43380;villeneuve d allier;45.194570704;3.378024179;France
42670;ecoche;46.151357336;4.30581388;France
43200;yssingeaux;45.139385828;4.131210541;France
42320;farnay;45.48491432;4.601654917;France
42700;firminy;45.378846553;4.288735397;France
42470;fourneaux;45.942713447;4.271760198;France
42140;grammond;45.573606718;4.441305133;France
42460;la gresle;46.072173208;4.276314842;France
42260;grezolles;45.863817398;3.948429654;France
42600;lezigneux;45.560299532;4.056990315;France
42420;lorette;45.511341973;4.581804879;France
42300;mably;46.092391201;4.063429006;France
42520;malleval;45.385676765;4.726254347;France
42140;marcenod;45.572960639;4.481605578;France
42140;maringes;45.660523522;4.354294587;France
42660;marlhes;45.292969526;4.39679175;France
42380;montarcher;45.458204711;3.990014177;France
42130;montverdun;45.712494272;4.077320713;France
42510;nervieux;45.811455621;4.141771175;France
42990;palogneux;45.742906517;3.926074594;France
42360;panissieres;45.793762099;4.344633117;France
42260;pommiers en forez;45.831524181;4.076594666;France
42600;precieux;45.588763839;4.148841687;France
42340;rivas;45.589046993;4.250251262;France
42890;sail sous couzan;45.736224839;3.961177829;France
42310;st bonnet des quarts;46.130133616;3.827946933;France
42380;st bonnet le chateau;45.425072986;4.065259687;France
42400;st chamond;45.470082658;4.502048914;France
42320;st christo en jarez;45.536128057;4.467191194;France
42160;st cyprien;45.540246281;4.2299892230000005;France
42140;st denis sur coise;45.611355464;4.431431779;France
42800;genilac;45.53487487;4.573451346;France
42800;genilac;45.53487487;4.573451346;France
42510;st georges de baroille;45.853261131;4.107598096;France
42560;st jean soleymieux;45.501070369;4.011367119;France
42590;st jodard;45.88766371;4.12748829;France
42111;vetre sur anzon;45.819641973;3.842234396;France
42680;st marcellin en forez;45.489466037;4.167737685;France
42190;st pierre la noaille;46.182513582;4.103278268;France
42440;les salles;45.854849417;3.784991741;France
42450;sury le comtal;45.542111848;4.181631571;France
42740;la terrasse sur dorlay;45.447775249;4.578308151;France
42210;unias;45.607351655;4.226848286;France
42390;villars;45.468959477;4.351375163;France
42780;violay;45.852075112;4.348999074;France
43000;aiguilhe;45.052897229;3.88529152;France
43380;aubazat;45.128510212;3.445324919;France
43300;vissac auteyrac;45.113475055;3.654306372;France
43450;autrac;45.336834191;3.129658841;France
43390;azerat;45.353710712;3.398693507;France
43350;bellevue la montagne;45.217085187;3.81538513;France
43350;blanzac;45.110817636;3.850422719;France
43370;le brignon;44.91567966;3.877002928;France
43510;cayres;44.922095891;3.810409003;France
43000;ceyssac;45.03467699;3.830199565;France
43160;la chaise dieu;45.318851418;3.692452732;France
43400;le chambon sur lignon;45.052873738;4.319860727;France
43100;chaniat;45.31638728;3.479767435;France
43230;chavaniac lafayette;45.157128294;3.5850509;France
43500;chomelix;45.259149747;3.820777248;France
43100;cohade;45.335166515;3.3707398790000003;France
43230;couteuges;45.184743095;3.496860395;France
43370;cussac sur loire;44.984987408;3.874760784;France
43220;dunieres;45.214916059;4.345444103;France
43320;fix st geneys;45.141043093;3.665131533;France
43150;goudet;44.893954483;3.921562123;France
43200;grazac;45.192047472;4.184253649;France
43230;josat;45.214507809;3.609562105;France
43340;landos;44.849826477;3.844508278;France
43200;lapte;45.179407401;4.235167361;France
43150;laussonne;44.966947198;4.052064119;France
43380;lavoute chilhac;45.155161191;3.410561457;France
43350;lissac;45.134483981;3.759764039;France
43100;lubilhac;45.24397804;3.252034104;France
43800;malrevers;45.098762807;3.966867568;France
43700;le monteil;45.067435021;3.912135128;France
43260;montusclat;45.009794115;4.114494219;France
43200;le pertuis;45.102242443;4.064523918;France
43220;riotord;45.234910828;4.422313615;France
43810;roche en regnier;45.233150992;3.947789484;France
43130;st andre de chalencon;45.274958475;3.953837267;France
43420;st arcons de barges;44.833143612;3.924204278;France
43290;st bonnet le froid;45.143727909;4.432881122;France
43450;st etienne sur blesle;45.304530086;3.124748756;France
43250;ste florine;45.402444774;3.309102628;France
43350;st geneys pres st paulien;45.173661783;3.829975421;France
43500;st georges lagricol;45.303780595;3.888145646;France
43320;st jean de nay;45.065203477;3.68991734;France
43260;st julien chapteuil;45.03004329;4.079415486;France
43500;st julien d ance;45.30580233;3.924249856;France
43810;st pierre du champ;45.24635559;3.887485595;France
43260;st pierre eynac;45.047076774;4.027385933;France
43580;st venerand;44.875400168;3.675838989;France
43440;st vert;45.377192513;3.5416871;France
43140;st victor malescours;45.294426284;4.324888896;France
43150;salettes;44.866593832;3.980568702;France
43170;saugues;44.948261296;3.539622099;France
43300;siaugues ste marie;45.07880294;3.627066899;France
43230;vals le chastel;45.271536041;3.528167283;France
43800;vorey;45.193065484;3.905320909;France
27400;amfreville sur iton;49.156750042;1.146870286;France
27240;chambois;48.903700929;1.150740819;France
27160;les baux de breteuil;48.867071981;0.80176535;France
27140;bazincourt sur epte;49.325664964;1.758152871;France
27190;beaubray;48.910731361;0.9005451820000001;France
27480;beauficel en lyons;49.40462201;1.524606486;France
27330;mesnil en ouche;48.984169237;0.663553111;France
27410;mesnil en ouche;48.984169237;0.663553111;France
27410;mesnil en ouche;48.984169237;0.663553111;France
27410;mesnil en ouche;48.984169237;0.663553111;France
27170;beaumontel;49.095578177;0.7809136590000001;France
27800;le bec hellouin;49.224984607;0.7263594830000001;France
27110;berengeville la campagne;49.113577672;1.05862225;France
27480;bezu la foret;49.395528951;1.624694826;France
27260;le bois hellain;49.275935408;0.390685333;France
27620;bois jerome st ouen;49.103431019;1.547700003;France
27220;la boissiere;48.951123549;1.368298149;France
27120;boncourt;49.020916802;1.29714744;France
27190;la bonneville sur iton;48.997430694;1.035269738;France
27290;thenouville;49.294797225;0.779810035;France
27520;thenouville;49.294797225;0.779810035;France
27480;bosquentin;49.413177769;1.588352055;France
27800;bosrobert;49.22043494;0.765222257;France
27250;les bottereaux;48.8713079;0.676368454;France
27250;les bottereaux;48.8713079;0.676368454;France
27930;le boulay morin;49.07596372;1.187330431;France
27210;boulleville;49.369923794;0.392535695;France
27310;bouquetot;49.360938843;0.7695946480000001;France
27520;grand bourgtheroulde;49.306375612;0.861932711;France
27230;bournainville faverolles;49.122964486;0.5004978840000001;France
27230;bournainville faverolles;49.122964486;0.5004978840000001;France
27230;bournainville faverolles;49.122964486;0.5004978840000001;France
27500;bourneville ste croix;49.398763585;0.624705032;France
27580;bourth;48.763343046;0.805963651;France
27170;bray;49.104451683;0.83678131;France
27160;breteuil;48.82647523;0.8926102610000001;France
27570;breux sur avre;48.767299641;1.072142251;France
27310;caumont;49.367133625;0.907681242;France
27350;cauverville en roumois;49.35565286;0.647653916;France
27270;chamblac;48.99262414;0.562909255;France
27250;chambord;48.88219481;0.620334606;France
27930;la chapelle du bois des faulx;49.109312818;1.170694094;France
27150;chauvincourt provemont;49.281000867;1.645251482;France
27930;cierrey;49.001959247;1.266781494;France
27190;collandres quincarnon;48.993708702;0.8622287660000001;France
27190;conches en ouche;48.954695406;0.932013707;France
27290;conde sur risle;49.307485598;0.608839943;France
27430;connelles;49.26031693;1.276330374;France
27220;coudres;48.863369175;1.235299332;France
27190;la croisille;48.990756697;0.975747563;France
27110;crosville la vieille;49.152115036;0.93122281;France
27240;mesnils sur iton;48.848498895;1.05233504;France
27240;mesnils sur iton;48.848498895;1.05233504;France
27240;mesnils sur iton;48.848498895;1.05233504;France
27240;mesnils sur iton;48.848498895;1.05233504;France
27430;daubeuf pres vatteville;49.260180565;1.311265255;France
27510;vexin sur epte;49.180317892;1.58166927;France
27510;vexin sur epte;49.180317892;1.58166927;France
27630;vexin sur epte;49.180317892;1.58166927;France
27000;evreux;49.019784589;1.141523589;France
27000;evreux;49.019784589;1.141523589;France
27120;fains;48.996930065;1.384719662;France
27210;fatouville grestain;49.413349004;0.332714377;France
27230;le favril;49.182917298;0.5248634999999999;France
27210;fiquefleur equainville;49.398431362;0.317202067;France
27380;fleury sur andelle;49.363933274;1.352269481;France
27210;fort moville;49.329350749;0.402252988;France
27150;gamaches en vexin;49.266634902;1.615776375;France
27220;la baronnie;48.942556377;1.26376067;France
27440;val d orger;49.341356551;1.388564813;France
27370;le bosc du theil;49.215652674;0.8508141640000001;France
27120;hardencourt cocherel;49.042220587;1.316534681;France
27350;hauville;49.396867021;0.766740607;France
27350;la haye de routot;49.403420875;0.727598744;France
27400;la haye malherbe;49.237363333;1.06574201;France
27330;la haye st sylvestre;48.911209534;0.594088326;France
27120;hecourt;48.987890006;1.428775803;France
27630;heubecourt haricourt;49.130163402;1.563983698;France
27910;les hogues;49.420672112;1.407485292;France
27410;la houssaye;48.997704574;0.8006154860000001;France
27770;illiers l eveque;48.825035449;1.259057914;France
27930;irreville;49.0983198;1.199521414;France
27910;letteguives;49.421744849;1.327532865;France
27440;lisors;49.358363224;1.473245512;France
27800;livet sur authou;49.229241552;0.654135918;France
27480;lorleau;49.421271009;1.50451357;France
27800;malleville sur le bec;49.241826749;0.745185057;France
27320;marcilly la campagne;48.827199082;1.187925943;France
27810;marcilly sur eure;48.821534856;1.33307125;France
27150;martagny;49.395330424;1.657336997;France
27300;menneval;49.101845945;0.622283702;France
27950;mercey;49.082836347;1.398541716;France
27320;moisville;48.84786477;1.165763374;France
27400;terres de bord;49.246860022;1.106684809;France
27260;morainville jouveaux;49.222893129;0.44321168;France
27220;mouettes;48.889511847;1.367546912;France
27560;noards;49.210565642;0.508832108;France
27320;nonancourt;48.777898637;1.177121439;France
27800;notre dame d epine;49.194928542;0.597876234;France
27410;le noyer en ouche;49.006498693;0.762395413;France
27190;le val dore;48.946632777;0.99214952;France
27590;pitres;49.3309878;1.217618;France
27300;plasnes;49.137602221;0.624511027;France
27110;quittebeuf;49.107203139;1.005961393;France
27380;radepont;49.353362388;1.323504128;France
27910;renneville;49.396431628;1.32625696;France
27700;la roquette;49.260891696;1.344157473;France
27250;rugles;48.816122326;0.691434336;France
27220;st andre de l eure;48.902671289;1.278621383;France
27300;treis sants en ouche;49.059907621;0.62630643;France
27680;st aubin sur quillebeuf;49.449152306;0.524546697;France
27370;st cyr la campagne;49.250677583;1.020428463;France
27390;st denis d augerons;48.915510029;0.471420206;France
27140;st denis le ferment;49.322389877;1.718071161;France
27430;st etienne du vauvray;49.242421363;1.216168785;France
27600;st julien de la liegue;49.140441058;1.286344423;France
27950;st marcel;49.091572515;1.439101002;France
27160;le lesme;48.908432809;0.845422172;France
27160;le lesme;48.908432809;0.845422172;France
27370;st meslin du bosc;49.216027505;0.878103112;France
27670;st ouen du tilleul;49.300810435;0.944919889;France
27390;st pierre de cernieres;48.931294053;0.519534045;France
27210;st pierre du val;49.391009609;0.366277645;France
27430;st pierre du vauvray;49.223182781;1.218118734;France
27500;st symphorien;49.310545877;0.455995152;France
27230;st vincent du boulay;49.100685327;0.488268218;France
27930;sassey;49.050006442;1.223626631;France
27420;suzay;49.270068424;1.51340835;France
27230;le theil nolent;49.153046173;0.534573151;France
27230;thiberville;49.13211117;0.440029193;France
27150;le thil;49.307305604;1.555318432;France
27170;tilleul dame agnes;49.006278506;0.8914797750000001;France
27110;le tilleul lambert;49.081141483;0.931970845;France
27310;la trinite de thouberville;49.365063056;0.8783977820000001;France
27500;triqueville;49.329721252;0.437612178;France
27400;la vacherie;49.123726202;1.13635104;France
27380;vandrimare;49.383026891;1.351107092;France
27210;vannecrocq;49.30276303;0.428602428;France
27120;vaux sur eure;49.035395333;1.333757976;France
27160;verneuil d avre et d iton;48.762299592;0.8876419940000001;France
27200;vernon;49.087718544;1.48471443;France
27870;vesly;49.242730489;1.641642482;France
27700;vezillon;49.222223348;1.399247241;France
27330;la vieille lyre;48.926205647;0.751548419;France
27640;villiers en desoeuvre;48.957596533;1.480284442;France
27120;aigleville;49.005828514;1.425966936;France
27600;ailly;49.158098248;1.244404254;France
27380;amfreville les champs;49.312696905;1.321536936;France
27930;angerville la campagne;48.988819076;1.157414318;France
1470;benonces;45.838144557;5.483119825;France
27290;appeville annebault;49.322697439;0.650715441;France
27260;asnieres;49.204918232;0.402272778;France
27940;le val d hazey;49.170308197;1.315259202;France
27290;authou;49.225779947;0.6973308570000001;France
27440;bacqueville;49.321840594;1.366874481;France
27170;barc;49.079599373;0.824625668;France
27310;barneville sur seine;49.384214168;0.8549794460000001;France
27170;barquet;49.039591261;0.8538442730000001;France
1430;ceignes;46.125618677;5.495155483;France
27330;mesnil en ouche;48.984169237;0.663553111;France
27370;le bec thomas;49.238582539;0.975944461;France
27300;bernay;49.092558888;0.5890875680000001;France
27520;les monts du roumois;49.27651548;0.835570424;France
27800;boisney;49.156289467;0.649420086;France
27310;flancourt crescy en roumois;49.324109795;0.775105488;France
27310;flancourt crescy en roumois;49.324109795;0.775105488;France
1430;chevillard;46.110541974;5.581393787;France
27670;bosroumois;49.289300303;0.918875122;France
27210;boulleville;49.369923794;0.392535695;France
27500;bouquelon;49.398883182;0.491510019;France
27220;bretagnolles;48.946457123;1.341967285;France
27160;breteuil;48.82647523;0.8926102610000001;France
27270;broglie;49.003647485;0.5257871270000001;France
27930;brosville;49.109877574;1.113647391;France
27730;bueil;48.934518036;1.444456125;France
27190;burey;48.991833713;0.944281443;France
27490;cailly sur eure;49.118966488;1.218718416;France
27500;campigny;49.31810408;0.561720867;France
27120;chaignes;49.013719699;1.4518136350000002;France
27270;chamblac;48.99262414;0.562909255;France
27600;champenard;49.10703425;1.327757085;France
27220;champigny la futelaye;48.869182476;1.299960312;France
1450;labalme;46.093436165;5.49340661;France
27230;la chapelle hareng;49.111081842;0.417689997;France
27250;cheronvilliers;48.792601974;0.7610173330000001;France
27160;marbois;48.88208544;0.965668297;France
1420;surjoux lhopital;46.027652991;5.783270343;France
27240;marbois;48.88208544;0.965668297;France
27500;colletot;49.349598049;0.623986919;France
27150;coudray;49.343652488;1.4966923840000002;France
27320;courdemanche;48.802398205;1.276931637;France
1410;mijoux;46.361563083;6.008141903;France
27110;crestot;49.20469657;0.969310476;France
27120;croisy sur eure;49.026176045;1.342038115;France
27240;mesnils sur iton;48.848498895;1.05233504;France
27240;mesnils sur iton;48.848498895;1.05233504;France
27240;mesnils sur iton;48.848498895;1.05233504;France
1460;montreal la cluse;46.179368209;5.595171755;France
27240;mesnils sur iton;48.848498895;1.05233504;France
27240;mesnils sur iton;48.848498895;1.05233504;France
27240;mesnils sur iton;48.848498895;1.05233504;France
27110;daubeuf la campagne;49.188850701;1.030115008;France
27320;droisy;48.797716447;1.125754215;France
27170;ecardenville la campagne;49.124339557;0.8345185730000001;France
1430;peyriat;46.149983094;5.505681228;France
27510;vexin sur epte;49.180317892;1.58166927;France
27630;vexin sur epte;49.180317892;1.58166927;France
27150;etrepagny;49.312237917;1.616227236;France
1460;port;46.156073474;5.57575885;France
27530;ezy sur eure;48.871302766;1.411650117;France
27930;fauville;49.023880063;1.199195545;France
27110;feuguerolles;49.132486888;1.034384045;France
27600;fontaine bellenger;49.180674736;1.253030072;France
1450;st alban;46.098069928;5.454852166;France
27220;fresney;48.947484576;1.306042611;France
27620;gasny;49.101898508;1.5995746560000002;France
27290;glos sur risle;49.272880078;0.684320663;France
27390;la goulafriere;48.947340808;0.431520892;France
27930;gravigny;49.052057123;1.159934841;France
27220;grossoeuvre;48.940422023;1.18687135;France
27370;le bosc du theil;49.215652674;0.8508141640000001;France
27150;hebecourt;49.3579025;1.722891061;France
27110;hectomare;49.192492209;0.944890125;France
27630;heubecourt haricourt;49.130163402;1.563983698;France
27600;heudebouville;49.192430563;1.236824538;France
27400;heudreville sur eure;49.132547788;1.189269333;France
1470;seillonnaz;45.797149229;5.497658476;France
27290;illeville sur montfort;49.31991774;0.7094817170000001;France
1420;seyssel;45.948191171;5.826182273;France
27250;juignettes;48.847343907;0.6433932680000001;France
27210;la lande st leger;49.297401804;0.335348039;France
27470;launay;49.10835782;0.7377586650000001;France
27650;louye;48.796725313;1.319651219;France
27480;lyons la foret;49.394006423;1.473126777;France
27460;le manoir;49.317269512;1.199900666;France
27390;melicourt;48.91241108;0.50274638;France
27850;menesqueville;49.357541512;1.406610874;France
27120;menilles;49.038576447;1.3704659;France
27640;merey;48.958232997;1.392768932;France
27930;miserey;49.019515403;1.260885303;France
27390;montreuil l argille;48.93944599;0.467972935;France
27260;morainville jouveaux;49.222893129;0.44321168;France
27150;morgny;49.377675386;1.579251935;France
27550;nassandres sur risle;49.14237939;0.714290167;France
27250;neaufles auvergny;48.874702476;0.744632052;France
27110;le neubourg;49.148758312;0.8968444390000001;France
27930;normanville;49.072598855;1.161583866;France
27720;noyers;49.245452915;1.67360756;France
27190;ormes;49.05610759;0.955412298;France
27190;le val dore;48.946632777;0.99214952;France
27400;pinterville;49.19178824;1.190741176;France
27500;pont audemer;49.345765639;0.521086602;France
27290;pont authou;49.243490751;0.70183924;France
27420;richeville;49.257804315;1.537473815;France
27170;romilly la puthenaye;49.013775971;0.8379887960000001;France
27790;rosay sur lieure;49.37470505;1.428202926;France
27450;st benoit des ombres;49.226325608;0.618593709;France
27820;st christophe sur avre;48.698864451;0.805428223;France
27100;le vaudreuil;49.260851349;1.197629648;France
27520;st denis des monts;49.25633133;0.806450137;France
27370;st didier des bois;49.243003918;1.037802664;France
27920;st etienne sous bailleul;49.115684401;1.405024493;France
27620;ste genevieve les gasny;49.081907847;1.570691834;France
27560;le mesnil st jean;49.219496742;0.562037462;France
27370;st germain de pasquier;49.241413202;0.991073439;France
27950;la chapelle longueville;49.111491791;1.436306231;France
27220;st laurent des bois;48.845757587;1.319748317;France
27930;st martin la campagne;49.065468177;1.07641831;France
27450;st martin st firmin;49.293701233;0.560147438;France
27160;ste marie d attez;48.802987584;0.969789548;France
27800;st paul de fourques;49.218119251;0.7947003330000001;France
27920;st pierre de bailleul;49.126408501;1.383728814;France
27800;st pierre de salerne;49.205288821;0.6665577460000001;France
27600;st pierre la garenne;49.147773527;1.391221258;France
27560;st simeon;49.28525246;0.518367429;France
27260;st sylvestre de cormeilles;49.247221938;0.421016971;France
27930;st vigor;49.075108635;1.259842624;France
